transaction_id,customer_id,merchant_id,transaction_amount,card_type,transaction_status,device_type,account_age_months,transaction_date,region,is_fraud
TX108461,C72402,M5720,931.46,Discover,Failed,POS,56,2026-05-11,West,0
TX114602,C19545,M2388,171.98,Visa,Reversed,POS,59,2025-01-06,South,0
TX104811,C25396,M2623,277.11,Amex,Reversed,POS,11,2026-05-04 21:14:19,West,0
TX102804,C35313,M9266,1003.4,MasterCard,Completed,Desktop,19,28/06/2025,West,0
TX107749,C54396,M6968,1670.29,MasterCard,Pending,Mobile,101,18/05/2025,South,0
TX108851,C62386,M3626,1864.61,Visa,Pending,POS,70,04-01-2026,East,1
TX108580,C10074,M3513,228.91,Visa,Reversed,POS,69,2025-11-06 03:34:24,East,0
TX112828,C38080,M6267,1741.01,MasterCard,Failed,Mobile,108,29-Jan-2026,West,0
TX105741,C80702,M6962,345.99,Visa,Failed,POS,80,2025-10-09,West,0
TX109138,C18981,M8245,1145.34,Discover,Failed,Mobile,43,16-Jun-2025,North,0
TX105763,C38746,M1599,533.71,Visa,Reversed,Mobile,111,2025-03-26,North,0
TX109693,C87607,M9394,1874.78,Discover,Completed,Mobile,118,2026-01-17 13:40:47,East,1
TX114650,C89415,M3962,799.99,Discover,Pending,ATM,100,01-13-2025,East,0
TX114813,C27601,M6053,,MasterCard,Failed,ATM,105,20-Jul-2025,North,0
TX114210,C22097,M2868,1341.06,MasterCard,Completed,Desktop,120,08-11-2025,South,0
TX105192,C69890,M8873,1514.51,Discover,Failed,Mobile,2,2026-01-10 12:48:34,West,0
TX109883,C50963,M6295,359.54,MasterCard,Completed,Desktop,78,2025-11-17,South,0
TX101820,C65296,M6928,101.69,Amex,Completed,Desktop,31,24-May-2025,North,0
TX112171,C77449,M1086,,Amex,Failed,Desktop,50,2026-03-14 21:22:14,East,0
TX108174,C35203,M6236,1408.37,MasterCard,Reversed,ATM,59,2025-11-22 22:55:13,East,0
TX113226,C18285,M8740,1347.86,MasterCard,Pending,POS,60,04-11-2026,north,0
TX101609,C21359,M7505,1085.45,Visa,Reversed,Desktop,25,2025-07-22,North,0
TX106869,C75597,M3209,1722.78,Discover,Pending,POS,49,2025-08-27 22:25:47,East,0
TX114521,C80678,M8218,724.29,Amex,Pending,Mobile,67,13-Nov-2025,West,0
TX105799,C65724,M2698,1285.4,MasterCard,Pending,ATM,37,31-Oct-2025,South,0
TX112238,C34586,M4524,1013.95,MasterCard,Reversed,ATM,8,06/04/2026,West,0
TX111182,C95175,M1920,1621.36,MasterCard,Pending,Desktop,21,18/04/2025,West,0
TX114569,C48684,M1872,352.87,MasterCard,Completed,Desktop,107,2025-07-01,West,0
TX108751,C77391,M9307,9.58,Amex,Reversed,POS,26,09-Mar-2026, South ,0
TX105478,C92149,M3009,1377.55,Visa,Completed,Mobile,81,11-Jan-2026,East,0
TX106808,C99016,M6562,1765.75,Visa,Failed,POS,5,03-Apr-2025,East,0
TX106939,C82692,M6083,256.53,Visa,Reversed,Desktop,96,07-13-2025,East,0
TX108805,C23356,M7172,1735.98,Amex,Completed,Mobile,18,20/07/2025,north,0
TX109666,C97410,M3626,,Discover,Completed,Desktop,8,24-Dec-2025,South,0
TX111107,C33416,M4176,1942.71,MasterCard,Completed,Desktop,44,2026-04-12,North,1
TX100798,C41266,M2821,1950.1,Amex,Completed,Desktop,26,12-05-2025,South,1
TX110860,C33405,M6221,1032.57,Amex,Completed,POS,114,05/04/2026,South,0
TX104259,C47762,M8126,408.07,Discover,Pending,Desktop,104,2026-04-24 12:06:50,East,0
TX108190,C57301,M1510,1211.87,Amex,Pending,POS,19,20-Sep-2025,South,0
TX106508,C58566,M9452,342.09,Amex,Completed,Desktop,10,2025-04-15 06:03:32,East,0
TX106469,C69614,M3868,441.9,Visa,Completed,POS,95,04-Jan-2025,South,0
TX101498,C98125,M3549,1334.05,Visa,Reversed,POS,117,30-Oct-2025,East,0
TX111412,C55870,M9394,1869.89,Amex,Completed,ATM,91,25-May-2025,East,1
TX107079,C96951,M6170,1138.65,Discover,Reversed,POS,49,22/07/2025,West,0
TX107213,C45018,M7878,1201.43,Visa,Completed,POS,76,10-Mar-2026,West,0
TX108503,C13794,M1920,261.49,Visa,Pending,Desktop,94,02-11-2025,West,0
TX100911,C47196,M4509,1414.06,Discover,Pending,Desktop,75,03-07-2025,North,0
TX101212,C93130,M6072,408.59,MasterCard,Reversed,POS,20,2025-07-18 14:50:00,East,0
TX108982,C58393,M8055,381.63,Visa,Pending,Mobile,27,2026-03-02 01:04:01,South,0
TX111250,C96646,M7347,28.66,Amex,Completed,ATM,72,2025-04-02 14:25:05,North,0
TX103756,C38893,M7626,437.65,MasterCard,Failed,POS,33,21/11/2025,South,0
TX109108,C84177,M1570,244.71,MasterCard,Reversed,POS,60,22-Dec-2025,East,0
TX102784,C66881,M3449,,Discover,Reversed,ATM,60,04/09/2025,North,0
TX113370,C53404,M3068,1422.25,Amex,Failed,POS,9,2026-02-08 04:02:57,East,0
TX102138,C94259,M1616,187.72,Visa,Completed,POS,6,2026-02-22,West,0
TX112841,C31643,M4485,7.0,Visa,Completed,Desktop,59,15/05/2026,east,0
TX104060,C82420,M6649,927.85,MasterCard,Pending,Desktop,74,2025-03-18 20:35:46,West,0
TX106399,C90676,M8702,304.82,MasterCard,Completed,POS,107,2025-12-05 08:54:05,South,0
TX113367,C81482,M9317,49.35,Discover,Pending,POS,5,2025-02-28 09:20:43,South,0
TX101196,C84085,M3527,387.3,Discover,Failed,Mobile,114,09-01-2025,North,0
TX110914,C42098,M5700,41.6,Amex,Reversed,POS,103,27/03/2026,North,0
TX109129,C57472,M4178,1855.85,Discover,Completed,Mobile,35,20/03/2026,East,1
TX110758,C95461,M5668,929.03,Visa,Failed,POS,95,12/04/2026,North,0
TX114491,C93442,M4871,1041.7,Visa,Reversed,ATM,15,2026-02-24,South,0
TX107873,C15209,M8368,728.5,Amex,Completed,Desktop,43,10/08/2025,North,0
TX113422,C15383,M3116,324.95,Discover,Pending,POS,57,2025-07-10 19:29:33,South,0
TX108479,C54587,M8967,106.57,MasterCard,Reversed,Desktop,84,10-Sep-2025,East,0
TX110818,C50857,M9196,1493.97,MasterCard,Completed,ATM,63,2025-01-06 02:57:31,South,0
TX101913,C21957,M9363,1044.51,Amex,Failed,Desktop,91,10-19-2025,South,0
TX107546,C54424,M3147,1890.38,Visa,Completed,Mobile,41,04-Jan-2025,East,1
TX102682,C31805,M8199,1049.73,MasterCard,Completed,Desktop,1,06-29-2025,East,0
TX112863,C16764,M6554,358.87,Discover,Failed,ATM,103,01-May-2025,East,0
TX108138,C84177,M7731,836.46,MasterCard,Reversed,Mobile,55,01-02-2026,South,0
TX111987,C81376,M5742,541.26,Amex,Reversed,Desktop,40,26-Dec-2025,West,0
TX114299,C30232,M3339,695.65,MasterCard,Pending,ATM,61,29-Aug-2025,East,0
TX112892,C74251,M2391,1426.78,Visa,Failed,POS,87,04-19-2025,West,0
TX109437,C66370,M1744,561.19,Amex,Failed,ATM,33,2026-04-27,South,0
TX111307,C60196,M5813,1151.01,Amex,Reversed,Desktop,3,2025-08-11 22:38:41,West,0
TX104039,C20745,M2680,516.34,MasterCard,Completed,Desktop,111,12-02-2025,South,0
TX113687,C96163,M5712,200.92,Amex,Pending,Mobile,94,12/04/2026,North,0
TX108351,C82309,M7731,456.47,Amex,Reversed,ATM,85,2025-12-07 23:45:17,North,0
TX113536,C19099,M8204,69.17,MasterCard,Reversed,Desktop,47,03-24-2025,South,0
TX114027,C36365,M6381,1029.6,Amex,Pending,Desktop,41,2025-05-11,West,0
TX100726,C76540,M6150,1400.01,Discover,Failed,Mobile,20,2025-09-24,East,0
TX110531,C62350,M3255,172.03,MasterCard,Pending,Desktop,78,21-Mar-2026,North,0
TX112540,C12260,M7937,NaN,Visa,Completed,ATM,44,2025-08-21,North,0
TX109657,C76162,M3093,1462.17,Visa,Pending,POS,40,08/08/2025,West,0
TX105260,C23710,M2695,1233.84,Amex,Completed,ATM,31,02-05-2025,North,0
TX103415,C31643,M8292,1752.24,MasterCard,Failed,Mobile,71,2025-02-27 10:05:28,North,1
TX103253,C82255,M1530,1968.3,Discover,Reversed,POS,29,04-13-2026,East,1
TX108710,C82357,M7062,559.23,MasterCard,Completed,ATM,37,04-Jul-2025,West,0
TX109147,C96275,M8199,1100.71,Visa,Pending,ATM,8,2025-03-12,North,0
TX112455,C22739,M9937,1865.02,Visa,Pending,Mobile,118,27-Jun-2025,South,1
TX114245,C35443,M1686,1683.14,MasterCard,Pending,ATM,34,2025-07-16,East,0
TX112839,C44438,M2503,507.48,MasterCard,Pending,Mobile,120,09-19-2025,East,0
TX106269,C83584,M6083,34.79,Visa,Completed,ATM,62,2025-04-26,South,0
TX112017,C41850,M6372,1620.44,Visa,Completed,Mobile,53,2025-11-16,North,0
TX110525,C65615,M9674,1041.35,Amex,Failed,POS,4,03-22-2025,West,0
TX105867,C69469,M7785,1334.74,Visa,Failed,Mobile,38,17/10/2025,North,0
TX102706,C62521,M6962,1361.77,MasterCard,Failed,Mobile,73,03-29-2025,West,0
TX112394,C26728,M7843,114.43,Discover,Reversed,Desktop,63,08/08/2025,East,0
TX109836,C50857,M2311,118.77,Amex,Reversed,ATM,82,2026-05-15,North,0
TX107571,C63476,M2337,1356.01,MasterCard,Reversed,ATM,23,07-14-2025,East,0
TX106198,C26614,M2336,911.9,Discover,Reversed,POS,74,2025-04-18 02:07:01,East,0
TX114413,C94696,M1920,1464.92,Amex,Reversed,POS,67,16-Oct-2025,East,0
TX101928,C29536,M6543,1705.87,Amex,Completed,Mobile,76,20/12/2025,South,0
TX101759,C38080,M8242,1005.02,MasterCard,Pending,Desktop,88,11-Jan-2026,West,0
TX100255,C46265,M7731,1123.57,Visa,Completed,Desktop,118,09-29-2025,South,0
TX113451,C44438,M4833,1368.96,Amex,Completed,Desktop,88,2026-04-22 12:28:23, North ,0
TX107894,C60604,M7163,823.43,Visa,Pending,POS,116,20-Jan-2025,North,0
TX103605,C83579,M4048,1072.05,Visa,Pending,ATM,37,2026-05-14,East,0
TX107188,C86019,M6375,906.57,Discover,Completed,Mobile,23,09-Apr-2026,North,0
TX106928,C42780,M1269,1013.64,Amex,Pending,Mobile,107,19-May-2025,West,0
TX103759,C67377,M3953,1822.1,Amex,Completed,ATM,112,2025-09-29 03:22:42,North,1
TX110329,C91167,M8126,724.92,Visa,Completed,POS,20,08-21-2025,West,0
TX100153,C40775,M1920,NaN,Amex,Completed,POS,84,08/01/2026,West,0
TX108497,C67733,M6085,314.81,MasterCard,Completed,ATM,117,2025-03-31,West,0
TX104156,C97841,M9991,1011.25,Discover,Completed,POS,9,07-May-2025,North,0
TX101012,C70332,M5813,1826.2,Discover,Reversed,POS,41,11-25-2025,East,1
TX105595,C91416,M5193,1109.52,Discover,Failed,POS,36,04-22-2025,South,0
TX109632,C64548,M8391,428.81,Amex,Reversed,POS,53,25/04/2025,East,0
TX107229,C44737,M2259,1244.71,MasterCard,Completed,Desktop,82,2025-10-14 10:23:59,West,0
TX110220,C95823,M7859,1563.7,Amex,Failed,Mobile,79,15-Apr-2026,East,0
TX101276,C82255,M5369,338.19,Visa,Completed,ATM,93,09-Oct-2025,North,0
TX100876,C41963,M9363,739.32,Visa,Reversed,ATM,18,22-Jan-2025,West,0
TX102496,C88385,M6438,416.52,MasterCard,Pending,ATM,27,12/04/2026,West,0
TX109145,C14877,M9444,NaN,MasterCard,Completed,ATM,42,22-Jul-2025,South,0
TX109187,C94889,M1715,1701.1,Amex,Failed,POS,109,2025-05-02 02:32:18,South,0
TX102604,C45838,M9452,1774.35,MasterCard,Pending,POS,4,05-26-2025,South,0
TX107844,C49240,M4950,482.22,Discover,Completed,ATM,81,20/03/2026,South,0
TX100858,C51467,M1530,390.35,MasterCard,Pending,POS,118,2025-12-04 12:50:28,North,0
TX110845,C89593,M6848,1481.4,MasterCard,Reversed,Mobile,77,16/11/2025,South,0
TX100802,C44737,M8432,659.05,Amex,Pending,Mobile,17,2026-01-31,South,0
TX108739,C17592,M8218,568.61,Visa,Reversed,POS,15,03-Jul-2025,East,0
TX113136,C74332,M1430,42.48,Amex,Reversed,ATM,107,02-06-2026,West,0
TX106646,C49608,M3399,988.21,MasterCard,Failed,Mobile,74,2025-11-05,South,0
TX110883,C11854,M1424,782.9,MasterCard,Pending,Mobile,21,17/02/2025,South,0
TX110441,C64321,M8538,358.37,Visa,Completed,Mobile,33,2025-10-03,South,0
TX110297,C30257,M2402,1730.12,Visa,Pending,Mobile,42,04-14-2026,West,0
TX100012,C35995,M2033,1206.91,Discover,Completed,Mobile,4,03-12-2025,West,0
TX105247,C30374,M4950,1357.97,Discover,Pending,Desktop,58,2025-01-21,North,0
TX104845,C74139,M4533,268.93,Visa,Reversed,Desktop,104,04/10/2025,East,0
TX110308,C71524,M1815,458.1,MasterCard,Failed,ATM,72,12-04-2025,South,0
TX100443,C61856,M2213,382.84,Discover,Completed,Mobile,84,2026-04-25 05:01:17,East,0
TX103297,C26299,M7026,804.71,Discover,Completed,Desktop,5,2025-01-27,East,0
TX110495,C82255,M4963,306.6,MasterCard,Completed,POS,116,2025-10-23,East,0
TX114680,C10221,M1618,937.36,Amex,Reversed,Desktop,20,2025-04-21,East,0
TX111076,C44993,M7022,1510.37,MasterCard,Reversed,Desktop,36,2025-09-03 22:01:57,North,0
TX103262,C49824,M1627,1515.64,MasterCard,Pending,POS,18,05-31-2025,North,0
TX101894,C47072,M6626,1389.06,Discover,Pending,ATM,112,2025-11-15 01:51:36,South,0
TX103179,C79514,M3399,159.53,MasterCard,Completed,ATM,37,2025-08-13,East,0
TX111594,C93810,M4515,391.62,Visa,Pending,Desktop,8,10-Jan-2026,South,0
TX103665,C71213,M2479,860.34,Amex,Pending,Desktop,70,2025-09-11 15:04:29,North,0
TX103400,C22704,M3842,1772.47,Discover,Pending,Mobile,99,2025-03-07 20:50:10,West,0
TX106603,C83048,M3956,111.73,Amex,Reversed,ATM,76,2026-01-06,South,0
TX114149,C86858,M6400,258.53,Visa,Completed,POS,60,18-Nov-2025,East,0
TX111532,C64948,M1782,627.79,Visa,Reversed,Mobile,50,08-02-2025,East,0
TX113082,C94323,M3042,680.15,Amex,Pending,POS,97,09-02-2025,West,0
TX106045,C98696,M4891,,Discover,Pending,Mobile,45,02-14-2025,South,0
TX110700,C16572,M2336,1632.79,Visa,Reversed,POS,6,2025-06-30,North,0
TX107171,C16734,M7421,90.56,Amex,Reversed,ATM,94,2025-10-27 20:19:55,South,0
TX112271,C48684,M5566,1219.08,Amex,Failed,ATM,98,2025-01-17,North,0
TX103740,C10282,M5498,641.04,Discover,Pending,Desktop,27,03/04/2025,North,0
TX110145,C66387,M8391,1164.04,Discover,Pending,Mobile,1,03/01/2025,East,0
TX104577,C44718,M5458,573.35,Visa,Pending,ATM,89,02-08-2026,South,0
TX108746,C95717,M2697,594.14,Amex,Reversed,ATM,74,27-Sep-2025,North,0
TX112287,C30861,M3039,447.35,Visa,Reversed,POS,69,02-May-2026,East,0
TX111137,C85525,M7785,1251.11,MasterCard,Reversed,Desktop,26,2025-10-01,West,0
TX101004,C98696,M5616,447.49,Discover,Failed,POS,0,2025-08-09,North,0
TX105307,C23446,M8840,1403.41,Discover,Pending,Mobile,0,2025-04-22 02:51:46,South,0
TX102967,C49321,M9647,1202.13,Amex,Failed,ATM,5,29-Jan-2025,West,0
TX110603,C22196,M4630,NaN,Amex,Failed,POS,115,2025-11-26 19:45:25,South,0
TX111345,C66626,M8030,820.33,MasterCard,Reversed,ATM,56,11/02/2025,North,0
TX104369,C59441,M5938,1247.39,Visa,Pending,POS,29,09-Jan-2025,South,0
TX106483,C37235,M7018,684.05,Amex,Failed,Mobile,49,2025-12-21 05:04:29,West,0
TX103034,C17355,M9317,610.87,Visa,Reversed,Mobile,107,26/12/2025,West,0
TX106971,C47196,M6655,931.12,Discover,Reversed,POS,49,07/02/2025,North,0
TX111981,C33405,M2259,1660.91,Amex,Reversed,POS,39,2026-01-03,west,0
TX105521,C93066,M1726,1479.32,MasterCard,Pending,Desktop,1,08-Feb-2025,South,0
TX108015,C69459,M3712,1480.7,MasterCard,Failed,ATM,116,04/10/2025,South,0
TX106730,C55082,M5934,1015.98,Discover,Failed,ATM,5,2026-03-30,South,0
TX103311,C13390,M7108,597.02,MasterCard,Failed,ATM,87,2025-08-01,East,0
TX114668,C48469,M3754,343.8,Visa,Pending,Mobile,8,2025-01-12 09:40:02,West,0
TX101744,C15695,M4515,336.94,Discover,Reversed,Mobile,89,16-Apr-2025,North,0
TX105810,C49251,M6456,1768.12,Discover,Failed,POS,24,04/04/2026,South,1
TX103654,C56112,M1086,22.0,MasterCard,Reversed,Desktop,119,26-Mar-2025,West,0
TX109850,C12671,M8840,1254.2,Amex,Completed,POS,112,2025-01-05 12:50:59,South,0
TX113927,C40647,M6649,1726.1,MasterCard,Pending,Desktop,35,2026-03-06 04:47:08,East,0
TX112156,C47353,M6928,556.49,Discover,Completed,POS,79,12-05-2025,East,0
TX111414,C10425,M9482,1035.65,Visa,Failed,Desktop,22,11/03/2025,West,0
TX108130,C93136,M8325,1466.63,MasterCard,Failed,Desktop,36,10-20-2025,East,0
TX109922,C15778,M2275,965.51,Amex,Reversed,POS,20,2025-06-09,North,0
TX111597,C64008,M1744,1648.25,Discover,Failed,Mobile,102,08-Apr-2025,West,1
TX114746,C23006,M5469,399.2,Discover,Pending,Desktop,67,2025-10-28,South,0
TX111664,C40512,M4178,693.11,Discover,Reversed,Mobile,110,2025-12-27 23:23:08,North,0
TX103367,C89129,M7636,46.17,Discover,Failed,Desktop,27,2026-02-22 19:41:22,North,0
TX105995,C33819,M1474,615.92,Visa,Reversed,Desktop,11,2025-11-12 16:58:38,East,0
TX104703,C65771,M8147,1236.52,Discover,Failed,Mobile,58,05/05/2025,East,0
TX100353,C39256,M1125,1912.27,Discover,Completed,ATM,53,02-Apr-2025,East,1
TX111911,C51467,M7272,400.33,Visa,Pending,Mobile,91,05-06-2025,North,0
TX100563,C14207,M9725,NaN,Amex,Failed,ATM,60,2025-05-24 03:27:11,South,0
TX100013,C63269,M1616,640.47,Discover,Pending,ATM,64,2026-03-01 17:31:45, South ,0
TX110090,C36365,M9331,816.75,Amex,Pending,ATM,77,2025-07-30 17:04:08,South,0
TX108034,C74799,M7272,1032.21,Discover,Pending,POS,76,2025-08-10,North,0
TX102259,C27786,M5564,479.29,Discover,Pending,ATM,70,08-Feb-2026,North,0
TX112925,C44718,M9313,1717.01,Amex,Pending,POS,24,15/03/2026,South,0
TX113956,C29476,M2623,1063.88,Discover,Failed,POS,94,2025-09-06 14:34:48, South ,0
TX104335,C24322,M1269,181.18,Amex,Pending,ATM,39,2025-11-28 11:00:09,South,0
TX114315,C79541,M6085,313.77,Discover,Reversed,Mobile,63,04-01-2026,South,0
TX100953,C46347,M6262,657.54,Amex,Reversed,POS,49,2026-01-23 22:35:59,East,0
TX109275,C23577,M4178,1220.35,MasterCard,Completed,POS,101,2025-08-29,East,0
TX112096,C80282,M6952,1524.48,Visa,Pending,POS,70,08-10-2025,North,0
TX110171,C44179,M8900,32.57,Discover,Pending,ATM,28,12/07/2025,North,0
TX103329,C93695,M3253,NaN,Discover,Failed,Desktop,48,29/01/2025,West,0
TX113910,C38183,M9151,1054.05,Discover,Completed,POS,72,24-Jul-2025,East,0
TX114446,C20328,M1430,188.01,Amex,Reversed,ATM,96,2025-12-03,South,0
TX100542,C15209,M6482,1889.76,Discover,Failed,Desktop,9,11-19-2025,East,1
TX101604,C14082,M9482,1612.14,Visa,Completed,ATM,78,2025-05-28 10:14:16,north,0
TX112503,C84668,M8030,691.59,MasterCard,Failed,POS,87,22/05/2025,East,0
TX111650,C10336,M7731,1082.39,Discover,Reversed,Desktop,79,04-Feb-2025,South,0
TX100488,C57049,M2502,1177.05,Discover,Pending,Desktop,0,15-Mar-2025,North,0
TX105564,C56566,M1693,,Amex,Failed,POS,29,03-07-2026,West,0
TX112987,C95181,M5128,347.98,Visa,Failed,ATM,18,05-11-2026,North,0
TX108463,C52823,M3878,737.01,MasterCard,Reversed,POS,78,08-16-2025,west,0
TX102200,C87278,M5150,NaN,Amex,Failed,Desktop,54,2025-09-11 17:58:13,West,0
TX108776,C49829,M3972,980.46,MasterCard,Completed,Mobile,72,28/12/2025,North,0
TX113728,C82132,M7797,1710.6,Discover,Reversed,Mobile,102,2026-01-24,East,0
TX102408,C31079,M6940,750.76,Amex,Pending,Desktop,68,05-01-2025,West,0
TX114072,C67132,M4711,409.59,Visa,Reversed,POS,20,05-16-2025,South,0
TX112388,C87924,M3112,816.41,Discover,Pending,POS,119,2025-02-12 04:56:55,East,0
TX114212,C95649,M7272,1512.06,Discover,Reversed,Mobile,65,15/02/2026,South,0
TX106209,C82063,M3578,105.98,MasterCard,Reversed,ATM,5,2025-04-15,West,0
TX105849,C39831,M3986,566.73,Discover,Failed,POS,33,08-May-2025,South,0
TX102388,C37938,M4524,187.16,Discover,Reversed,Desktop,103,03/04/2025,South,0
TX104360,C73654,M8354,734.02,Visa,Failed,Mobile,39,2025-07-04 18:51:26,East,0
TX102233,C45683,M9266,688.48,MasterCard,Reversed,Mobile,7,01-04-2026,East,0
TX113333,C27601,M2858,1382.39,Amex,Failed,Mobile,54,11/09/2025,East,0
TX108035,C77033,M7272,941.49,MasterCard,Reversed,Mobile,41,2025-08-21 23:27:22,South,1
TX103337,C23238,M8391,539.59,Discover,Pending,ATM,7,18/09/2025,South,0
TX112121,C75323,M4460,1250.65,Amex,Completed,Desktop,65,2025-02-14 06:58:38,west,0
TX111667,C60277,M3399,19.37,Discover,Reversed,Mobile,90,2025-10-28 02:43:50,South,0
TX100875,C44237,M1025,503.83,Discover,Reversed,Desktop,58,10-02-2025,East,0
TX107331,C69441,M1897,1758.0,MasterCard,Failed,ATM,41,08-22-2025,South,0
TX109887,C55236,M5476,116.32,Amex,Pending,Desktop,54,07/04/2026,North,0
TX108778,C56955,M2108,279.71,Discover,Pending,Desktop,5,02-15-2026,North,0
TX110452,C41358,M1599,641.96,Visa,Pending,Mobile,2,08-30-2025, West ,0
TX112559,C96200,M1672,1761.69,Amex,Completed,ATM,117,28/10/2025,North,0
TX102276,C46342,M5700,1829.53,Amex,Completed,POS,33,2025-03-14 08:05:19,East,1
TX112556,C13280,M5678,491.56,Amex,Pending,ATM,11,2025-12-17,East,0
TX104802,C21846,M6626,987.32,Discover,Completed,POS,113,04-Nov-2025,East,0
TX108725,C23069,M6933,104.85,MasterCard,Reversed,Mobile,113,2025-11-29 05:22:05,North,0
TX103575,C37938,M8170,43.78,MasterCard,Failed,ATM,104,09/02/2025,North,0
TX110773,C91351,M7012,1487.65,MasterCard,Failed,Desktop,52,06-May-2025,South,0
TX101583,C86225,M1861,1681.51,Amex,Reversed,Mobile,57,01-06-2025,West,0
TX106565,C80678,M3223,1212.16,Discover,Reversed,Mobile,99,08-19-2025,South,0
TX100859,C38016,M9584,984.08,Discover,Completed,ATM,7,15-Apr-2026,North,0
TX109952,C16590,M6461,13.04,Amex,Pending,Mobile,47,12-Jun-2025,North,0
TX110819,C71069,M2033,781.12,Amex,Reversed,Mobile,35,02-11-2026,East,0
TX113216,C17104,M1436,636.24,MasterCard,Failed,Desktop,9,27-Dec-2025,South,0
TX114293,C22899,M2251,1630.08,Visa,Failed,POS,45,2025-12-19,East,1
TX102216,C69177,M4531,1247.81,Amex,Reversed,POS,9,13/01/2026,North,0
TX110095,C11267,M9406,1241.72,Amex,Completed,Mobile,54,2025-06-27 16:16:14, West ,0
TX110869,C23434,M7560,1916.1,MasterCard,Failed,POS,93,10-09-2025,North,1
TX113009,C88047,M1782,NaN,MasterCard,Reversed,Mobile,64,01-26-2026,West,0
TX107403,C81810,M8404,509.64,Discover,Failed,Mobile,97,05-08-2026,East,0
TX110859,C40595,M8355,298.39,Amex,Failed,POS,1,22/05/2025,South,0
TX105385,C91399,M4711,940.38,Discover,Failed,Mobile,79,23/03/2026,West,0
TX101932,C31643,M6438,1562.6,Amex,Failed,Mobile,54,04-15-2026,East,1
TX114497,C81511,M5938,1120.98,Amex,Reversed,ATM,32,08-02-2025,East,0
TX106307,C40512,M5687,1953.33,MasterCard,Pending,Mobile,112,2025-06-25,South,1
TX110033,C58689,M6850,383.76,Discover,Pending,Desktop,8,20/03/2026,South,0
TX108064,C84364,M9618,1626.55,Discover,Completed,Desktop,28,09/11/2025,South,0
TX103382,C83792,M4986,1115.13,Discover,Completed,ATM,38,11/05/2025,East,0
TX100774,C80468,M6482,1067.67,Amex,Reversed,Desktop,87,2026-04-10,West,0
TX102738,C28964,M6968,1014.97,Discover,Completed,POS,118,2025-10-23 03:24:20,West,0
TX108856,C41300,M6236,486.13,Amex,Failed,Mobile,93,07-19-2025,East,0
TX106337,C31805,M8601,315.22,MasterCard,Reversed,Desktop,13,2025-11-08,East,0
TX104148,C96275,M3209,429.14,Visa,Completed,Mobile,97,20-Jan-2026,North,0
TX101769,C74451,M2402,1316.51,Discover,Pending,Desktop,99,23/09/2025,South,0
TX104144,C24662,M4674,47.78,Visa,Completed,Mobile,2,16/04/2025,West,0
TX104848,C52487,M6692,,MasterCard,Failed,ATM,1,2026-02-22 07:09:59,West,0
TX101945,C13617,M2816,1583.97,Discover,Reversed,POS,86,05-08-2025,East,0
TX112903,C37235,M1430,NaN,Amex,Completed,POS,22,2025-08-13 16:06:17,North,0
TX103827,C67912,M7108,1021.79,Discover,Reversed,POS,84,06-Jun-2025,West,0
TX102397,C96363,M3347,1372.83,Amex,Completed,POS,77,2026-01-29 06:15:45,North,0
TX106120,C26011,M4711,1718.54,Amex,Completed,ATM,96,18-Jul-2025,West,0
TX108555,C98184,M6053,1189.6,Discover,Pending,POS,87,01-17-2026,West,0
TX113575,C38016,M1605,1850.99,MasterCard,Reversed,ATM,33,03-22-2025,East,1
TX114765,C28301,M6381,1168.86,Discover,Completed,ATM,43,2025-07-19 23:28:33, North ,0
TX100500,C90931,M1126,194.02,Amex,Reversed,Desktop,42,03-31-2025, West ,0
TX103906,C54587,M7299,1975.5,Amex,Completed,Desktop,49,09-18-2025,North,1
TX112279,C92242,M7142,1215.65,MasterCard,Completed,POS,65,14-Nov-2025,East,0
TX104185,C49824,M3131,1156.85,Discover,Failed,ATM,105,22/02/2025,South,0
TX102535,C53064,M7108,1386.54,Visa,Reversed,Desktop,33,17-Mar-2026,South,0
TX111904,C35928,M5500,1630.49,Amex,Pending,Mobile,62,20-Mar-2025,East,0
TX108179,C53064,M5288,1444.62,Discover,Pending,ATM,23,05-03-2025,North,0
TX105222,C92578,M3535,1324.74,Discover,Completed,Mobile,27,01-26-2026,West,0
TX106731,C63269,M1436,1947.04,Visa,Pending,POS,67,2025-04-26 00:39:00,North,1
TX113257,C59808,M8305,NaN,Visa,Reversed,POS,20,06-Apr-2026,East,0
TX105068,C84668,M3392,1618.64,Amex,Completed,ATM,66,2025-10-02,South,0
TX108878,C70910,M2336,1879.1,Visa,Completed,ATM,47,01-Sep-2025,east,1
TX107922,C69245,M6731,1083.09,MasterCard,Completed,POS,42,04-Feb-2025, North ,0
TX110480,C47606,M5564,924.88,MasterCard,Reversed,Desktop,24,2025-11-04,North,0
TX105569,C34267,M5288,,MasterCard,Completed,Mobile,15,2025-11-11 00:50:24,West,0
TX103488,C59823,M7041,,Discover,Failed,Desktop,57,23/02/2026,South,0
TX113651,C45954,M3473,1225.49,MasterCard,Completed,Desktop,73,2026-03-31 20:45:57,East,0
TX113328,C61645,M8684,1423.16,MasterCard,Failed,ATM,104,17/12/2025,south,0
TX112545,C30289,M4637,365.76,MasterCard,Pending,Desktop,88,11-Dec-2025,South,0
TX108867,C19099,M7340,433.42,Amex,Pending,Mobile,76,01/09/2025,West,0
