merchant_id,merchant_name,category,mcc_code,country_code,interchange_fee_pct,risk_rating,onboarding_date,payout_settlement_days,is_chargeback_monitored,monthly_volume_est
M5668,Nova Express,E-Commerce & Marketplaces,5311,US,0.0227,Moderate,2021-04-26,1,0,329064.5
M8355,SilverLine Air,Grocery & Supermarket,5411,AU,0.0198,Low,2020-06-29,2,0,2162012.32
M4833,Zenith Tech,Financial Services & SaaS,5999,AU,0.0261,Moderate,2020-05-24,2,0,2217183.24
M9749,Vertex Tech,Grocery & Supermarket,5411,CA,0.012,Moderate,2020-05-23,7,0,1355993.67
M4918,Hyper Pay,Financial Services & SaaS,5999,AU,0.0227,Moderate,2021-06-24,1,0,177769.57
M6070,Global Ventures,Travel & Airlines,4511,IN,0.0326,High,2021-12-31,1,0,426862.75
M8684,Global Hub,Crypto & Digital Assets,6051,FR,0.0362,Extreme,2021-11-03,7,0,2033729.29
M4178,Hyper Air,Healthcare & Wellness,8099,GB,0.0171,High,2021-01-15,2,0,1162505.86
M7026,Vertex Pay,Crypto & Digital Assets,6051,SG,0.0389,Extreme,2021-05-26,1,0,2231548.75
M8218,Summit Retail,Electronics & Computers,5732,US,0.0236,Moderate,2024-03-21,1,0,720300.27
M8564,BlueSky Air,Crypto & Digital Assets,6051,SG,0.0422,Extreme,2021-03-17,1,1,1732333.39
M5616,Zenith Ventures,Electronics & Computers,5732,CA,0.0236,Moderate,2020-08-25,2,0,617097.89
M7256,Titan Cafe,Electronics & Computers,5732,GB,0.022,Moderate,2020-12-06,3,0,1046179.49
M9239,BlueSky Tech,Gaming & Virtual Goods,7995,DE,0.0325,High,2023-10-06,2,1,1719482.59
M9641,BlueSky Air,Financial Services & SaaS,5999,FR,0.0259,Moderate,2022-09-17,3,0,991706.13
M7859,Cyber Direct,Electronics & Computers,5732,US,0.0195,Moderate,2021-07-03,2,0,849470.1
M3655,Titan Cloud,Electronics & Computers,5732,DE,0.0239,Moderate,2021-03-12,7,0,1687359.29
M4271,Cyber Tech,E-Commerce & Marketplaces,5311,US,0.0277,Moderate,2022-12-01,1,0,1036923.11
M3267,Beacon Ventures,Financial Services & SaaS,5999,FR,0.0295,Moderate,2024-07-23,3,0,643365.45
M5096,Nexus Express,Travel & Airlines,4511,US,0.0294,High,2021-06-06,2,0,1299303.47
M1854,Horizon Direct,Crypto & Digital Assets,6051,SG,0.0363,Extreme,2022-05-06,1,0,2480787.55
M8873,Nova Ventures,Grocery & Supermarket,5411,FR,0.013,Extreme,2020-02-19,2,1,1422617.94
M7081,Pioneer Mart,Financial Services & SaaS,5999,SG,0.0265,Moderate,2021-07-26,7,0,1754632.63
M2680,Alpha Tech,Grocery & Supermarket,5411,US,0.0148,Low,2020-03-19,3,0,733138.9
M9452,Horizon Pay,Healthcare & Wellness,8099,US,0.0201,High,2021-09-16,2,1,1810728.58
M3042,Pioneer Air,Travel & Airlines,4511,SG,0.0292,High,2023-06-18,2,0,671160.14
M5670,Aero Mart,Electronics & Computers,5732,DE,0.0229,Moderate,2020-10-31,2,0,1584250.14
M2374,Apex Direct,Electronics & Computers,5732,US,0.0215,Moderate,2023-07-15,2,0,600040.7
M3626,Horizon Cloud,Electronics & Computers,5732,US,0.0211,Moderate,2022-03-20,7,0,103809.8
M5469,Swift Foods,Food & Dining,5812,IN,0.0204,High,2023-10-30,1,0,1132687.55
M8361,Global Hub,E-Commerce & Marketplaces,5311,FR,0.0266,Moderate,2020-12-26,3,0,1507747.08
M9410,Global Hub,Healthcare & Wellness,8099,US,0.0199,Low,2020-04-20,7,0,1548989.06
M3414,Alpha Direct,Financial Services & SaaS,5999,CA,0.0299,Moderate,2020-08-09,1,0,1688610.45
M8167,Swift Cafe,Crypto & Digital Assets,6051,IN,0.0424,Extreme,2024-05-18,3,1,914789.87
M2502,Summit Direct,E-Commerce & Marketplaces,5311,US,0.0277,Moderate,2023-03-31,2,0,841402.88
M4637,Alpha Cafe,Electronics & Computers,5732,DE,0.0197,Moderate,2021-03-10,7,0,1355236.2
M8391,Titan Holdings,Financial Services & SaaS,5999,US,0.0268,Moderate,2023-01-07,2,0,162795.18
M6727,Nova Pay,Electronics & Computers,5732,FR,0.0247,Moderate,2022-11-01,1,0,431730.68
M1436,Pulse Hub,Food & Dining,5812,SG,0.0216,Extreme,2022-12-23,2,0,171831.14
M7797,Apex Cloud,Financial Services & SaaS,5999,AU,0.023,High,2022-09-14,2,0,1913665.66
M1872,Prime Express,Food & Dining,5812,US,0.0212,Low,2022-09-24,2,0,1432249.03
M7495,Vertex Holdings,Travel & Airlines,4511,IN,0.0295,High,2021-10-01,2,0,1253989.04
M9224,Alpha Store,Travel & Airlines,4511,US,0.0325,High,2021-08-28,3,1,691755.68
M7126,Cyber Pay,Food & Dining,5812,US,0.0221,Low,2021-02-21,2,0,2468267.39
M4862,Pulse Retail,Gaming & Virtual Goods,7995,FR,0.036,High,2020-06-21,7,0,813231.27
M7326,Pulse Mart,Travel & Airlines,4511,FR,0.0288,High,2022-12-27,2,1,19318.88
M2337,Hyper Foods,Financial Services & SaaS,5999,SG,0.0263,Moderate,2021-06-02,2,0,990497.86
M7142,Hyper Retail,Grocery & Supermarket,5411,FR,0.0162,Low,2023-09-28,1,0,1871761.98
M4678,Horizon Direct,Electronics & Computers,5732,DE,0.0255,Moderate,2021-05-22,7,0,2424011.03
M1461,Nexus Foods,Crypto & Digital Assets,6051,SG,0.038,Extreme,2024-02-14,1,1,2205043.06
M6221,Swift Tech,Gaming & Virtual Goods,7995,DE,0.0367,High,2021-07-27,3,1,2236674.97
M2623,Starlight Mart,Financial Services & SaaS,5999,FR,0.0263,Moderate,2023-04-26,3,0,757538.53
M6493,Velocity Solutions,Gaming & Virtual Goods,7995,CA,0.0329,High,2021-11-17,2,0,1541125.21
M3392,SilverLine Cafe,Electronics & Computers,5732,AU,0.0192,Moderate,2024-01-29,1,0,886410.36
M3254,Nexus Ventures,Healthcare & Wellness,8099,AU,0.023,Low,2022-07-06,2,0,1735314.83
M1627,Zenith Solutions,Electronics & Computers,5732,US,0.026,Moderate,2024-02-13,2,0,559148.29
M5700,Hyper Logistics,Grocery & Supermarket,5411,CA,0.0175,Low,2024-01-26,2,0,1047892.9
M8740,Vanguard Store,Crypto & Digital Assets,6051,DE,0.0367,Extreme,2024-07-15,2,1,212532.31
M3273,Summit Foods,Food & Dining,5812,IN,0.0217,Low,2024-06-12,2,0,905816.36
M8685,Summit Store,Grocery & Supermarket,5411,US,0.0159,Low,2023-12-04,2,0,226874.34
M8349,Beacon Holdings,Food & Dining,5812,CA,0.0201,Low,2021-07-18,3,0,1034138.14
M1086,Hyper Solutions,Healthcare & Wellness,8099,US,0.0221,Low,2022-10-02,2,0,1612054.89
M2298,Pulse Retail,Food & Dining,5812,US,0.02,Low,2020-08-11,1,0,2268304.17
M1311,Zenith Cloud,E-Commerce & Marketplaces,5311,DE,0.0284,Moderate,2022-06-30,2,0,934088.93
M4533,Aero Direct,Gaming & Virtual Goods,7995,US,0.0336,High,2021-05-01,2,0,2108203.61
M3449,Global Solutions,Financial Services & SaaS,5999,SG,0.0229,Moderate,2023-12-24,7,0,214401.39
M9991,Beacon Holdings,Travel & Airlines,4511,GB,0.029,High,2021-04-17,1,0,237790.16
M9647,Swift Direct,Crypto & Digital Assets,6051,US,0.0354,High,2022-04-29,2,1,948235.83
M7934,BlueSky Cloud,Gaming & Virtual Goods,7995,US,0.0362,High,2021-08-05,7,0,2283098.08
M2821,Pioneer Tech,Food & Dining,5812,SG,0.0162,Low,2023-02-03,2,0,2207321.64
M5720,Nexus Express,Grocery & Supermarket,5411,GB,0.0139,Low,2024-01-18,7,0,1301585.34
M4893,Apex Mart,Financial Services & SaaS,5999,SG,0.0231,Moderate,2021-09-05,7,0,1037537.8
M5934,Nova Ventures,Healthcare & Wellness,8099,GB,0.0195,Low,2022-08-06,7,0,1091297.61
M2996,Hyper Tech,Financial Services & SaaS,5999,CA,0.0241,Moderate,2022-02-18,1,0,993494.57
M1782,Aero Mart,Food & Dining,5812,IN,0.0181,Low,2020-09-15,3,0,65680.05
M4906,BlueSky Holdings,Food & Dining,5812,AU,0.0199,High,2021-07-28,1,1,361867.85
M8489,Aero Cafe,Financial Services & SaaS,5999,US,0.0279,Moderate,2024-09-21,2,0,872828.16
M2029,Alpha Logistics,E-Commerce & Marketplaces,5311,AU,0.027,Moderate,2023-05-07,1,0,284229.63
M9189,Vertex Mart,Financial Services & SaaS,5999,CA,0.023,Moderate,2021-06-12,2,0,2303296.92
M9782,Quantum Holdings,Electronics & Computers,5732,SG,0.0262,Moderate,2020-09-24,2,0,2429213.5
M1269,Vanguard Solutions,Crypto & Digital Assets,6051,US,0.0397,Extreme,2022-06-08,1,0,1761200.22
M9443,Nova Solutions,Gaming & Virtual Goods,7995,US,0.0299,High,2021-04-21,2,0,811774.48
M4963,SilverLine Store,Travel & Airlines,4511,SG,0.033,High,2024-07-04,7,0,1439479.88
M3352,Quantum Ventures,Food & Dining,5812,AU,0.022,High,2021-03-20,2,0,734915.92
M5772,BlueSky Express,E-Commerce & Marketplaces,5311,US,0.0285,Moderate,2021-05-09,7,0,2451950.31
M8032,Cyber Cafe,Financial Services & SaaS,5999,FR,0.0269,Moderate,2021-10-05,2,0,1444329.5
M1025,Pulse Cloud,Grocery & Supermarket,5411,CA,0.0143,Low,2022-04-15,1,0,2078602.39
M6780,Global Store,Electronics & Computers,5732,FR,0.025,Moderate,2023-03-18,2,0,2047546.77
M4941,Swift Direct,Food & Dining,5812,DE,0.0224,Low,2023-03-16,7,0,1063984.88
M7825,Pioneer Direct,Gaming & Virtual Goods,7995,CA,0.0322,High,2022-06-02,1,0,614729.06
M4068,Summit Foods,Financial Services & SaaS,5999,DE,0.0238,Moderate,2021-06-28,7,0,1391079.13
M2402,Zenith Foods,Food & Dining,5812,DE,0.0217,Low,2024-08-28,2,0,1928278.2
M9576,Pulse Air,E-Commerce & Marketplaces,5311,US,0.0222,Moderate,2021-01-03,2,0,1720349.94
M6908,Aero Express,Grocery & Supermarket,5411,FR,0.0172,Extreme,2021-05-12,2,0,253632.61
M2108,Pulse Mart,Financial Services & SaaS,5999,DE,0.0294,Moderate,2024-05-06,3,0,1761835.64
M9618,Beacon Mart,Crypto & Digital Assets,6051,CA,0.0358,Extreme,2023-11-14,2,1,1520181.94
M9914,Zenith Holdings,Travel & Airlines,4511,AU,0.0271,High,2023-05-14,1,0,99772.57
M9316,Horizon Direct,E-Commerce & Marketplaces,5311,US,0.0231,High,2020-05-10,3,1,423180.47
M1333,SilverLine Hub,Financial Services & SaaS,5999,US,0.029,Moderate,2020-09-18,7,0,1691511.36
M7397,Zenith Store,Gaming & Virtual Goods,7995,SG,0.0295,High,2022-05-15,1,1,2376310.65
M8702,Hyper Store,Crypto & Digital Assets,6051,GB,0.0359,Extreme,2022-03-04,2,0,1127565.61
M1713,Horizon Solutions,Financial Services & SaaS,5999,DE,0.023,Extreme,2021-12-02,2,0,1615526.69
M7338,Cyber Tech,E-Commerce & Marketplaces,5311,CA,0.024,Moderate,2021-05-14,3,0,2093435.99
M7116,Pulse Holdings,E-Commerce & Marketplaces,5311,US,0.0263,Moderate,2023-01-16,7,0,966175.71
M5155,Titan Direct,Travel & Airlines,4511,SG,0.0309,High,2021-03-07,1,0,354909.12
M1266,Hyper Retail,Financial Services & SaaS,5999,GB,0.0287,Moderate,2023-01-23,3,0,1089416.65
M6850,Swift Store,E-Commerce & Marketplaces,5311,FR,0.0278,Moderate,2024-02-16,2,0,1082217.69
M2106,Alpha Hub,Financial Services & SaaS,5999,IN,0.0286,Moderate,2020-04-23,7,0,392292.9
M6649,Zenith Foods,Food & Dining,5812,IN,0.0234,Low,2020-04-30,2,0,478550.4
M4950,Beacon Express,Financial Services & SaaS,5999,GB,0.0226,Moderate,2020-08-24,3,0,1500419.66
M2698,Quantum Store,Financial Services & SaaS,5999,SG,0.0239,Moderate,2024-07-18,1,0,2245755.14
M6447,Vertex Tech,Gaming & Virtual Goods,7995,GB,0.0363,High,2022-02-18,1,1,1615810.35
M3185,Cyber Express,Travel & Airlines,4511,GB,0.0278,High,2020-11-12,2,0,278747.05
M1726,Velocity Store,Crypto & Digital Assets,6051,CA,0.0385,High,2024-03-09,1,1,1060959.34
M6772,Swift Store,Crypto & Digital Assets,6051,AU,0.0376,Extreme,2020-07-01,1,1,78195.06
M9945,Nexus Logistics,Travel & Airlines,4511,US,0.0303,High,2024-01-30,2,1,855549.79
M6546,Global Tech,Travel & Airlines,4511,US,0.0321,Moderate,2022-08-02,2,0,577629.47
M3868,BlueSky Foods,Financial Services & SaaS,5999,IN,0.0245,Low,2023-10-03,2,0,85196.26
M8612,Vanguard Retail,Food & Dining,5812,GB,0.0218,Low,2022-08-23,1,0,2224686.73
M8840,Quantum Cloud,Gaming & Virtual Goods,7995,SG,0.0302,High,2023-07-29,3,1,1905826.37
M3986,Titan Tech,Healthcare & Wellness,8099,IN,0.0225,Low,2021-10-06,7,0,1133896.41
M3209,Vanguard Cafe,Food & Dining,5812,AU,0.0208,Low,2022-05-07,2,0,2113267.18
M2033,Nexus Direct,Financial Services & SaaS,5999,US,0.0276,High,2021-07-21,1,1,1915953.08
M8498,Prime Hub,Travel & Airlines,4511,DE,0.0258,Moderate,2020-07-07,2,0,1270451.07
M1605,Horizon Hub,Grocery & Supermarket,5411,DE,0.018,Low,2023-07-05,1,0,1978198.27
M5807,Summit Express,Travel & Airlines,4511,US,0.0287,High,2022-10-31,2,1,1783714.73
M4302,Horizon Solutions,Electronics & Computers,5732,GB,0.0237,Moderate,2020-04-07,1,0,906359.82
M1717,Swift Express,Financial Services & SaaS,5999,US,0.027,Moderate,2023-08-11,2,0,1048194.24
M4268,Zenith Express,Crypto & Digital Assets,6051,FR,0.0403,Extreme,2023-02-14,3,1,1113626.0
M1686,Beacon Cloud,Travel & Airlines,4511,US,0.0266,High,2024-08-17,2,1,805721.45
M6170,BlueSky Retail,Grocery & Supermarket,5411,SG,0.015,Low,2022-09-15,1,0,2044348.89
M6080,Pulse Cafe,Grocery & Supermarket,5411,US,0.0184,Low,2024-02-21,7,0,1385044.96
M9444,Nova Hub,Food & Dining,5812,CA,0.0175,Low,2020-03-09,1,0,437664.65
M7524,Alpha Express,E-Commerce & Marketplaces,5311,SG,0.0274,Moderate,2020-02-07,1,0,1058918.4
M9897,Vertex Foods,E-Commerce & Marketplaces,5311,US,0.0213,Moderate,2024-06-11,2,0,768503.86
M8756,Global Air,Financial Services & SaaS,5999,US,0.0247,Extreme,2024-07-10,7,0,1052942.2
M5150,Prime Ventures,Financial Services & SaaS,5999,US,0.0244,Moderate,2022-10-27,1,0,1893706.94
M1599,Velocity Direct,Crypto & Digital Assets,6051,SG,0.0367,Extreme,2020-04-30,2,0,123393.69
M4131,Cyber Pay,Electronics & Computers,5732,IN,0.0252,Moderate,2023-11-05,2,0,1885807.65
M5687,Apex Cafe,Crypto & Digital Assets,6051,DE,0.0413,Extreme,2020-07-17,1,0,2388989.15
M6848,Velocity Mart,Food & Dining,5812,FR,0.0228,Low,2020-04-13,3,0,2391077.39
M1783,Prime Solutions,Grocery & Supermarket,5411,US,0.0193,Extreme,2021-01-05,7,0,2311761.99
M6438,Apex Cafe,Crypto & Digital Assets,6051,FR,0.0422,Low,2021-08-15,1,0,1733096.43
M5476,Vertex Cafe,Grocery & Supermarket,5411,IN,0.0129,Low,2023-04-13,3,0,595741.73
M3039,Alpha Direct,Crypto & Digital Assets,6051,US,0.0363,Extreme,2021-08-20,1,1,1132538.25
M7029,Vanguard Express,Healthcare & Wellness,8099,FR,0.0187,Low,2022-06-15,1,0,640596.58
M8159,Starlight Air,Healthcare & Wellness,8099,AU,0.0154,High,2024-04-03,1,0,899380.81
M7553,Vanguard Store,Healthcare & Wellness,8099,IN,0.0222,Low,2021-07-14,2,0,1304003.42
M8204,SilverLine Pay,Gaming & Virtual Goods,7995,US,0.0339,High,2021-04-26,3,0,1242982.83
M7334,Zenith Pay,Electronics & Computers,5732,US,0.0208,Moderate,2022-07-14,1,0,1884871.48
M6554,Velocity Cloud,Gaming & Virtual Goods,7995,FR,0.0299,High,2023-01-15,1,1,1118294.55
M4060,Alpha Cafe,Food & Dining,5812,CA,0.0188,Low,2022-08-21,2,0,250006.87
M9129,Nova Cloud,Gaming & Virtual Goods,7995,SG,0.0369,High,2022-04-25,1,0,270004.86
M9151,Swift Ventures,Travel & Airlines,4511,GB,0.0322,High,2021-08-21,2,0,1705854.09
M7018,Swift Cafe,Travel & Airlines,4511,GB,0.0305,High,2021-07-16,2,1,1836176.82
M9507,Alpha Cloud,Healthcare & Wellness,8099,US,0.0156,Low,2024-05-21,1,0,2216642.39
M5369,Starlight Express,E-Commerce & Marketplaces,5311,DE,0.0255,Moderate,2023-10-23,3,0,1415612.14
M2353,Apex Retail,Crypto & Digital Assets,6051,US,0.0358,Moderate,2020-06-17,2,0,323410.34
M7955,Aero Cloud,Crypto & Digital Assets,6051,IN,0.0388,Extreme,2023-02-20,2,1,1043031.25
M2293,Horizon Foods,Healthcare & Wellness,8099,IN,0.017,High,2020-12-28,2,0,1073720.07
M3956,Zenith Hub,Travel & Airlines,4511,US,0.0307,High,2021-07-15,7,1,2344599.07
M9937,Summit Solutions,Grocery & Supermarket,5411,US,0.0191,Low,2022-02-08,1,0,1468799.81
M5813,Apex Retail,E-Commerce & Marketplaces,5311,CA,0.0282,Moderate,2022-04-30,2,0,1252048.34
M6262,Vanguard Express,Healthcare & Wellness,8099,AU,0.0154,Low,2024-07-16,7,0,809700.98
M2311,Nova Cafe,Gaming & Virtual Goods,7995,DE,0.0328,High,2023-10-01,3,0,2018211.73
M6372,Summit Store,Electronics & Computers,5732,IN,0.0245,Moderate,2020-03-30,2,0,1176147.33
M5843,BlueSky Cafe,Financial Services & SaaS,5999,CA,0.0222,Moderate,2023-07-04,7,0,1595540.69
M6021,Aero Solutions,Gaming & Virtual Goods,7995,DE,0.0361,High,2024-05-15,2,0,1900587.13
M8305,Horizon Cafe,Healthcare & Wellness,8099,SG,0.0223,Low,2024-09-06,1,0,1183683.09
M7981,Global Express,Crypto & Digital Assets,6051,GB,0.038,Extreme,2021-10-25,7,1,132998.97
M3730,Apex Air,Travel & Airlines,4511,GB,0.0328,High,2024-04-22,2,0,1948027.35
M8272,BlueSky Store,Travel & Airlines,4511,US,0.0271,High,2023-11-17,2,0,67700.83
M6759,Velocity Logistics,Healthcare & Wellness,8099,US,0.0161,Low,2021-06-23,3,0,1532762.21
M8325,Pioneer Foods,E-Commerce & Marketplaces,5311,FR,0.0271,Moderate,2021-02-19,1,0,2236463.73
M6776,BlueSky Store,Crypto & Digital Assets,6051,IN,0.0394,Extreme,2021-07-29,7,0,1781514.36
M8126,Titan Holdings,Grocery & Supermarket,5411,US,0.0128,Low,2020-08-15,1,0,901000.73
M5498,Swift Ventures,E-Commerce & Marketplaces,5311,GB,0.0217,Moderate,2023-04-02,7,0,1870074.47
M1939,Pioneer Foods,Food & Dining,5812,IN,0.0175,Low,2022-12-19,2,0,1023031.11
M2229,Starlight Ventures,E-Commerce & Marketplaces,5311,IN,0.0235,Moderate,2021-02-02,7,0,1574122.44
M7655,Aero Ventures,E-Commerce & Marketplaces,5311,CA,0.028,Moderate,2021-04-22,3,0,1409035.04
M6952,Nexus Retail,E-Commerce & Marketplaces,5311,IN,0.0281,Moderate,2023-09-08,3,0,576957.55
M9406,Beacon Mart,Food & Dining,5812,IN,0.0168,Low,2024-06-14,3,0,2183220.9
M3621,Starlight Foods,Gaming & Virtual Goods,7995,US,0.0369,High,2021-03-08,2,1,2085366.02
M1510,Pioneer Solutions,Gaming & Virtual Goods,7995,IN,0.0369,High,2020-02-27,2,0,2209665.35
M3339,Horizon Express,Crypto & Digital Assets,6051,IN,0.0379,Extreme,2020-08-29,7,0,1761116.27
M8179,Titan Mart,Crypto & Digital Assets,6051,DE,0.0425,Extreme,2021-11-17,7,0,1454513.46
M1570,Summit Cloud,Healthcare & Wellness,8099,GB,0.0209,Low,2021-01-01,1,0,424754.69
M3068,Nova Cloud,Crypto & Digital Assets,6051,FR,0.041,Extreme,2021-05-27,1,1,316336.39
M2101,Aero Direct,Food & Dining,5812,SG,0.0231,Low,2020-07-14,1,0,1581127.31
M4866,Pioneer Express,E-Commerce & Marketplaces,5311,US,0.0237,Moderate,2021-03-27,1,0,2006403.17
M7001,Titan Tech,Grocery & Supermarket,5411,AU,0.0125,Low,2022-02-15,2,0,2027293.33
M6933,Aero Express,Travel & Airlines,4511,AU,0.0288,High,2020-09-01,1,0,1043017.41
M7272,Prime Hub,Travel & Airlines,4511,IN,0.0324,High,2022-10-20,7,0,1805259.71
M1530,Hyper Direct,Financial Services & SaaS,5999,AU,0.0275,Moderate,2021-01-15,1,0,2275059.49
M3513,Titan Store,Food & Dining,5812,DE,0.0229,Low,2024-03-17,2,0,1747656.27
M8371,Titan Foods,E-Commerce & Marketplaces,5311,DE,0.027,Moderate,2022-07-03,2,0,655297.66
M7077,Starlight Mart,Crypto & Digital Assets,6051,GB,0.0401,Moderate,2023-12-27,7,0,89084.72
M7095,Horizon Mart,Financial Services & SaaS,5999,FR,0.0287,Moderate,2022-07-27,1,0,2045443.63
M8273,Aero Holdings,E-Commerce & Marketplaces,5311,US,0.0261,Moderate,2022-03-13,1,0,1378293.19
M2259,Nova Foods,E-Commerce & Marketplaces,5311,IN,0.0255,Moderate,2020-04-04,2,0,2155916.31
M3255,Vertex Air,Healthcare & Wellness,8099,DE,0.017,Low,2023-01-11,1,0,1551260.83
M9674,Vertex Cloud,Crypto & Digital Assets,6051,US,0.0394,Extreme,2024-03-28,2,0,442189.07
M7012,Velocity Retail,Travel & Airlines,4511,IN,0.0255,High,2020-03-29,1,0,374959.2
M7521,BlueSky Tech,Electronics & Computers,5732,CA,0.0242,Moderate,2022-10-21,1,0,722949.76
M6150,Global Pay,Food & Dining,5812,IN,0.0203,Low,2023-03-24,1,0,929542.24
M5566,Beacon Retail,Healthcare & Wellness,8099,US,0.0178,Low,2023-02-06,2,0,851713.94
M5089,Nexus Express,Electronics & Computers,5732,FR,0.0231,Moderate,2024-04-06,1,0,1670519.95
M2858,Aero Hub,Healthcare & Wellness,8099,AU,0.0199,Moderate,2022-01-22,2,0,382999.5
M1424,Starlight Logistics,Financial Services & SaaS,5999,US,0.0272,Moderate,2024-02-02,1,0,725577.94
M4048,Pulse Hub,Grocery & Supermarket,5411,GB,0.0159,Low,2024-02-06,2,0,115655.4
M9176,Apex Direct,Food & Dining,5812,FR,0.0169,Low,2023-09-28,3,0,2317056.25
M9482,Horizon Cloud,Crypto & Digital Assets,6051,DE,0.0402,Extreme,2022-03-17,2,1,1101601.78
M7340,BlueSky Mart,Healthcare & Wellness,8099,US,0.0165,Low,2022-03-06,2,0,926676.29
M2929,SilverLine Store,Healthcare & Wellness,8099,AU,0.0195,Low,2023-03-03,1,0,178349.51
M5288,Alpha Foods,Crypto & Digital Assets,6051,US,0.0368,Extreme,2022-03-22,2,0,735993.55
M5264,Nexus Express,Crypto & Digital Assets,6051,AU,0.0358,Extreme,2022-06-08,1,0,1829809.25
M8311,Starlight Store,Crypto & Digital Assets,6051,FR,0.0418,Extreme,2020-11-05,1,0,2156011.67
M4515,Alpha Direct,Travel & Airlines,4511,GB,0.0316,Extreme,2022-04-08,3,0,746372.96
M5678,BlueSky Solutions,Gaming & Virtual Goods,7995,US,0.0308,High,2023-07-12,1,0,1273231.74
M9047,Vanguard Pay,Healthcare & Wellness,8099,CA,0.019,Extreme,2020-08-14,7,1,381217.84
M4279,Cyber Express,E-Commerce & Marketplaces,5311,AU,0.0271,Moderate,2020-09-20,7,0,1843805.67
M3009,Apex Cafe,Grocery & Supermarket,5411,SG,0.0174,Low,2020-08-24,3,0,2428742.18
M3223,Summit Express,Travel & Airlines,4511,US,0.0269,High,2024-03-12,1,0,195393.7
M2213,Alpha Mart,Crypto & Digital Assets,6051,AU,0.0401,Extreme,2021-03-17,7,1,446577.66
M8406,SilverLine Cloud,Food & Dining,5812,AU,0.0197,Low,2022-11-24,1,0,886551.49
M3828,Pioneer Tech,Financial Services & SaaS,5999,US,0.0242,Moderate,2024-07-10,2,0,2201557.32
M8292,Hyper Store,Gaming & Virtual Goods,7995,DE,0.0362,High,2022-12-17,3,0,1285198.21
M2438,Horizon Hub,Electronics & Computers,5732,AU,0.0258,Moderate,2021-06-04,7,0,663696.33
M6236,Cyber Direct,Electronics & Computers,5732,US,0.022,Moderate,2021-08-30,3,0,2137651.47
M6692,Starlight Express,Grocery & Supermarket,5411,SG,0.0192,Low,2023-06-21,1,0,1776775.28
M2063,Vertex Solutions,Electronics & Computers,5732,DE,0.0227,Moderate,2023-11-05,2,0,616310.56
M9882,Global Logistics,Crypto & Digital Assets,6051,SG,0.0415,Extreme,2021-05-20,7,0,582137.21
M5757,Global Hub,Grocery & Supermarket,5411,US,0.0196,Low,2021-09-14,2,0,1213628.53
M5294,BlueSky Ventures,Gaming & Virtual Goods,7995,SG,0.03,High,2024-06-07,7,1,2485170.34
M8573,Nexus Cloud,Crypto & Digital Assets,6051,US,0.0397,Extreme,2022-02-25,2,0,1236157.01
M7744,Prime Solutions,Healthcare & Wellness,8099,US,0.0214,Low,2020-09-10,3,0,1679658.0
M5530,Zenith Air,Food & Dining,5812,AU,0.0218,Low,2020-08-24,2,0,1305698.59
M3794,Quantum Logistics,Electronics & Computers,5732,SG,0.0194,Moderate,2021-07-30,3,0,656779.77
M6976,Quantum Holdings,Travel & Airlines,4511,SG,0.0274,High,2021-10-14,3,0,370689.18
M4083,Beacon Tech,Food & Dining,5812,US,0.0221,Low,2021-04-19,3,0,1124030.84
M4929,BlueSky Retail,Travel & Airlines,4511,US,0.0295,High,2020-03-13,2,0,1395963.01
M3929,Velocity Logistics,E-Commerce & Marketplaces,5311,DE,0.0266,Moderate,2024-07-13,2,0,679462.23
M2382,Global Logistics,Electronics & Computers,5732,SG,0.0269,Moderate,2021-05-16,2,0,1237198.75
M6659,BlueSky Cafe,Food & Dining,5812,AU,0.0198,Low,2022-08-30,1,0,968936.46
M7735,Zenith Cloud,Electronics & Computers,5732,US,0.0261,Moderate,2022-10-06,2,0,1532860.61
M8879,Global Hub,Food & Dining,5812,AU,0.0234,Low,2020-10-02,1,0,941392.64
M6902,Prime Express,Healthcare & Wellness,8099,US,0.0216,Low,2023-03-16,2,0,826596.72
M5296,Nexus Pay,Healthcare & Wellness,8099,IN,0.022,High,2022-07-29,3,0,759072.86
M5657,Pioneer Foods,Gaming & Virtual Goods,7995,IN,0.0306,High,2020-08-21,3,1,1823214.22
M4662,Aero Store,Healthcare & Wellness,8099,IN,0.0212,Low,2022-12-06,1,0,1791888.56
M2940,Titan Hub,Gaming & Virtual Goods,7995,DE,0.0293,High,2022-01-09,2,1,358601.42
M1848,Zenith Cloud,Financial Services & SaaS,5999,AU,0.0249,Moderate,2020-09-17,7,0,663492.26
M2769,Zenith Tech,Financial Services & SaaS,5999,CA,0.0293,Moderate,2023-11-16,2,0,1674122.16
M6056,Velocity Mart,Food & Dining,5812,AU,0.0176,Low,2022-01-14,2,0,502014.98
M5408,Swift Tech,Electronics & Computers,5732,AU,0.025,Moderate,2023-11-24,7,0,1639434.44
M8017,Apex Express,Gaming & Virtual Goods,7995,US,0.034,High,2022-11-30,1,0,200629.15
M4311,Prime Ventures,Crypto & Digital Assets,6051,FR,0.0412,Extreme,2022-05-30,7,1,263125.62
M2556,Quantum Hub,Crypto & Digital Assets,6051,FR,0.0407,Extreme,2023-12-22,2,1,414092.97
M1638,Starlight Mart,Crypto & Digital Assets,6051,SG,0.0377,Extreme,2020-04-28,1,1,2349517.33
