dispute_id,transaction_id,customer_id,merchant_id,dispute_date,dispute_reason,disputed_amount,dispute_status,evidence_submitted,chargeback_fee_usd,resolution_date,liability_assigned
DSP202682,TX110516,C19869,M5288,2025-10-21,Item Not Received,701.56,Won - Merchant,1,50.0,2025-11-26,Issuing Bank
DSP202683,TX102706,C82340,M8391,2025-07-27,Duplicate Processing,604.8,Pending Evidence,1,15.0,,Pending
DSP202684,TX108938,C65724,M1100,2025-05-22,Friendly Fraud / Unrecognized,418.01,Pending Evidence,1,20.0,,Pending
DSP202685,TX108492,C22196,M5934,2026-06-01,Fraudulent Transaction,931.46,Pending Evidence,1,50.0,,Pending
DSP202686,TX107721,C46559,M8371,2025-05-15,Credit Not Processed,1042.91,Won - Customer,1,50.0,2025-06-10,Merchant
DSP202687,TX106798,C62350,M3392,2026-04-30,Credit Not Processed,1486.48,Pending Evidence,0,15.0,,Pending
DSP202688,TX108721,C54313,M3273,2025-07-08,Duplicate Processing,355.38,Chargeback Reversed,1,35.0,2025-08-02,Cardholder
DSP202689,TX110081,C82848,M9312,2026-03-30,Friendly Fraud / Unrecognized,1076.71,Chargeback Reversed,1,50.0,2026-05-27,Cardholder
DSP202690,TX280933,C11444,M3493,2026-01-25,Credit Not Processed,203.42,Under Review,1,15.0,,Pending
DSP202691,TX106773,C26683,M4485,2025-12-25,Friendly Fraud / Unrecognized,126.8,Won - Customer,1,50.0,2026-02-22,Merchant
DSP202692,TX111362,C96374,M6546,2025-06-29,Product Defective / Unacceptable,1637.2,Won - Customer,1,25.0,2025-08-11,Merchant
DSP202693,TX111596,C42850,M6085,2025-02-15,Product Defective / Unacceptable,905.6,Pending Evidence,1,25.0,,Pending
DSP202694,TX102367,C19961,M2929,2025-08-14,Friendly Fraud / Unrecognized,378.74,Under Review,0,25.0,,Pending
DSP202695,TX106364,C69048,M9355,2026-05-14,Item Not Received,1718.4,Under Review,0,35.0,,Pending
DSP202696,TX101135,C60422,M2264,2026-04-15,Fraudulent Transaction,1821.77,Won - Merchant,1,20.0,2026-05-13,Cardholder
DSP202697,TX208859,C47624,M7026,2025-06-25,Product Defective / Unacceptable,467.14,Arbitration,1,15.0,2025-07-03,Cardholder
DSP202698,TX114195,C66148,M5500,2026-05-09,Product Defective / Unacceptable,1040.3,Won - Merchant,1,35.0,2026-07-02,Issuing Bank
DSP202699,TX263489,C61221,M1778,2026-01-12,Duplicate Processing,1172.68,Arbitration,1,35.0,2026-02-04,Issuing Bank
DSP202700,TX102105,C46208,M7495,2026-06-23,Item Not Received,100.0,Arbitration,1,15.0,2026-07-09,Merchant
DSP202701,TX104984,C95909,M5500,2025-09-24,Product Defective / Unacceptable,277.11,Under Review,0,35.0,,Pending
DSP202702,TX107897,C20328,M7524,2025-09-15,Subscription Cancelled,948.68,Under Review,0,15.0,,Pending
DSP202703,TX113079,C75612,M3352,2025-07-21,Credit Not Processed,1245.7,Chargeback Reversed,0,15.0,2025-07-31,Cardholder
DSP202704,TX100566,C98815,M5616,2026-04-13,Product Defective / Unacceptable,480.31,Pending Evidence,1,20.0,,Pending
DSP202705,TX110045,C96275,M1341,2025-09-12,Fraudulent Transaction,1984.09,Under Review,0,15.0,,Pending
DSP202706,TX109996,C18285,M2695,2026-02-02,Subscription Cancelled,1068.92,Won - Merchant,1,25.0,2026-03-07,Issuing Bank
DSP202707,TX110204,C23396,M1125,2025-05-07,Subscription Cancelled,989.72,Won - Merchant,1,15.0,2025-05-14,Cardholder
DSP202708,TX105161,C98835,M7560,2026-05-26,Fraudulent Transaction,173.08,Chargeback Reversed,1,25.0,2026-06-30,Payment Processor
DSP202709,TX109978,C84177,M5938,2025-09-23,Friendly Fraud / Unrecognized,797.28,Pending Evidence,1,50.0,,Pending
DSP202710,TX103557,C41029,M8292,2025-08-15,Credit Not Processed,1082.78,Won - Merchant,1,20.0,2025-09-27,Cardholder
DSP202711,TX109048,C26683,M9151,2025-03-06,Credit Not Processed,1298.05,Pending Evidence,0,15.0,,Pending
DSP202712,TX113737,C89964,M2257,2026-06-02,Product Defective / Unacceptable,1249.9,Arbitration,1,15.0,2026-06-27,Cardholder
DSP202713,TX104298,C93136,M6626,2025-03-11,Product Defective / Unacceptable,1422.89,Won - Merchant,1,15.0,2025-03-26,Cardholder
DSP202714,TX114865,C72781,M3730,2025-09-24,Fraudulent Transaction,1630.63,Won - Customer,1,35.0,2025-11-18,Merchant
DSP202715,TX105227,C64165,M2391,2025-08-27,Subscription Cancelled,262.67,Arbitration,1,25.0,2025-10-10,Merchant
DSP202716,TX102321,C59823,M7062,2026-06-07,Fraudulent Transaction,451.77,Pending Evidence,1,25.0,,Pending
DSP202717,TX107794,C95461,M6761,2025-03-05,Credit Not Processed,396.46,Under Review,1,50.0,,Pending
DSP202718,TX113753,C12068,M5476,2025-08-20,Credit Not Processed,22.27,Chargeback Reversed,0,20.0,2025-09-18,Payment Processor
DSP202719,TX106492,C95823,M1616,2025-06-07,Duplicate Processing,545.93,Arbitration,1,25.0,2025-07-15,Issuing Bank
DSP202720,TX110937,C46208,M1333,2026-05-25,Duplicate Processing,1912.4,Pending Evidence,0,15.0,,Pending
DSP202721,TX106553,C28726,M1815,2025-03-06,Credit Not Processed,220.36,Won - Merchant,1,50.0,2025-04-01,Cardholder
DSP202722,TX102378,C27224,M1713,2025-06-24,Friendly Fraud / Unrecognized,188.24,Under Review,0,20.0,,Pending
DSP202723,TX112414,C81376,M2288,2025-07-31,Subscription Cancelled,989.26,Arbitration,1,20.0,2025-09-26,Cardholder
DSP202724,TX107654,C44782,M9452,2026-01-07,Credit Not Processed,1079.73,Arbitration,1,20.0,2026-01-24,Cardholder
DSP202725,TX112366,C52600,M3419,2025-03-25,Duplicate Processing,1586.36,Won - Customer,1,35.0,2025-05-24,Merchant
DSP202726,TX112400,C99192,M3473,2025-03-20,Duplicate Processing,530.61,Arbitration,1,15.0,2025-05-12,Cardholder
DSP202727,TX110231,C69473,M1861,2026-01-07,Fraudulent Transaction,1665.61,Pending Evidence,0,20.0,,Pending
DSP202728,TX108509,C45325,M2698,2025-05-22,Fraudulent Transaction,502.75,Chargeback Reversed,1,20.0,2025-06-12,Payment Processor
DSP202729,TX113164,C81874,M4711,2025-04-01,Subscription Cancelled,807.18,Pending Evidence,1,25.0,,Pending
DSP202730,TX101875,C73483,M8565,2026-04-01,Fraudulent Transaction,1997.99,Won - Customer,1,50.0,2026-05-08,Merchant
DSP202731,TX111025,C61876,M6585,2025-11-15,Duplicate Processing,54.41,Under Review,0,50.0,,Pending
DSP202732,TX103076,C75771,M6381,2025-06-24,Product Defective / Unacceptable,394.35,Under Review,0,50.0,,Pending
DSP202733,TX104113,C39038,M4485,2026-04-10,Item Not Received,544.78,Won - Customer,1,20.0,2026-04-19,Merchant
DSP202734,TX111859,C28301,M1713,2025-04-09,Duplicate Processing,643.31,Chargeback Reversed,1,50.0,2025-05-05,Cardholder
DSP202735,TX104188,C49139,M5616,2025-10-14,Fraudulent Transaction,1839.85,Arbitration,1,20.0,2025-12-01,Merchant
DSP202736,TX104487,C49446,M6517,2025-03-22,Product Defective / Unacceptable,869.9,Under Review,1,15.0,,Pending
DSP202737,TX109173,C18981,M8245,2025-07-09,Product Defective / Unacceptable,1145.34,Won - Customer,1,50.0,2025-07-20,Payment Processor
DSP202738,TX104538,C89276,M8159,2025-11-18,Item Not Received,1585.21,Arbitration,1,15.0,2025-12-27,Cardholder
DSP202739,TX111807,C91973,M4986,2026-01-17,Duplicate Processing,712.28,Pending Evidence,0,15.0,,Pending
DSP202740,TX106154,C54548,M5703,2025-02-06,Subscription Cancelled,614.2,Won - Customer,1,20.0,2025-04-02,Merchant
DSP202741,TX113943,C67125,M2215,2026-03-18,Duplicate Processing,1536.73,Under Review,0,20.0,,Pending
DSP202742,TX110540,C30676,M4941,2026-06-05,Product Defective / Unacceptable,166.7,Won - Customer,1,50.0,2026-07-30,Merchant
DSP202743,TX110885,C97177,M4524,2025-06-05,Friendly Fraud / Unrecognized,1940.61,Chargeback Reversed,0,20.0,2025-07-09,Payment Processor
DSP202744,TX105147,C56955,M8147,2025-11-04,Fraudulent Transaction,1804.85,Chargeback Reversed,1,25.0,2025-11-11,Issuing Bank
DSP202745,TX104965,C89129,M5616,2025-06-23,Friendly Fraud / Unrecognized,1395.8,Arbitration,1,15.0,2025-08-16,Payment Processor
DSP202746,TX246980,C95663,M4697,2026-03-12,Subscription Cancelled,1146.82,Pending Evidence,1,35.0,,Pending
DSP202747,TX110885,C97177,M4524,2025-05-31,Fraudulent Transaction,1940.61,Arbitration,1,15.0,2025-06-19,Issuing Bank
DSP202748,TX109712,C66881,M6447,2025-05-05,Subscription Cancelled,592.5,Pending Evidence,0,15.0,,Pending
DSP202749,TX112419,C99241,M7955,2026-04-07,Subscription Cancelled,1215.98,Won - Merchant,1,25.0,2026-05-12,Cardholder
DSP202750,TX114608,C39256,M4963,2025-09-28,Fraudulent Transaction,1540.8,Pending Evidence,1,35.0,,Pending
DSP202751,TX107795,C78937,M7163,2025-09-24,Fraudulent Transaction,680.52,Chargeback Reversed,0,50.0,2025-10-06,Issuing Bank
DSP202752,TX109036,C47930,M4630,2025-10-16,Fraudulent Transaction,1785.11,Won - Customer,1,25.0,2025-10-23,Merchant
DSP202753,TX102320,C96991,M4906,2025-05-02,Item Not Received,599.07,Under Review,1,20.0,,Pending
DSP202754,TX109423,C42406,M8404,2025-04-25,Friendly Fraud / Unrecognized,379.91,Won - Customer,1,25.0,2025-05-31,Merchant
DSP202755,TX106521,C99399,M6400,2025-11-07,Credit Not Processed,98.52,Chargeback Reversed,0,35.0,2025-11-25,Merchant
DSP202756,TX100867,C44973,M6850,2026-04-29,Duplicate Processing,417.44,Under Review,0,15.0,,Pending
DSP202757,TX108763,C25525,M7797,2025-04-13,Fraudulent Transaction,1909.45,Arbitration,1,15.0,2025-05-27,Cardholder
DSP202758,TX259441,C29408,M7508,2025-06-23,Subscription Cancelled,906.98,Pending Evidence,1,35.0,,Pending
DSP202759,TX114341,C30033,M8032,2025-03-21,Subscription Cancelled,1560.5,Under Review,1,20.0,,Pending
DSP202760,TX101360,C93442,M6761,2025-06-25,Item Not Received,1256.67,Chargeback Reversed,1,15.0,2025-07-18,Issuing Bank
DSP202761,TX105909,C46342,M5757,2025-05-06,Fraudulent Transaction,1763.1,Chargeback Reversed,1,35.0,2025-06-21,Merchant
DSP202762,TX275129,C84607,M9209,2025-02-26,Fraudulent Transaction,1482.02,Arbitration,1,20.0,2025-03-26,Payment Processor
DSP202763,TX109562,C22463,M1920,2025-03-25,Credit Not Processed,181.25,Chargeback Reversed,1,20.0,2025-04-17,Issuing Bank
DSP202764,TX109657,C79329,M8702,2025-11-07,Product Defective / Unacceptable,1444.09,Won - Customer,1,50.0,2025-12-08,Payment Processor
DSP202765,TX110199,C95256,M1307,2026-05-26,Credit Not Processed,582.57,Pending Evidence,1,35.0,,Pending
DSP202766,TX110558,C43972,M2388,2025-03-20,Subscription Cancelled,1866.87,Won - Customer,1,50.0,2025-04-11,Payment Processor
DSP202767,TX203186,C63424,M9691,2025-05-14,Subscription Cancelled,672.34,Won - Customer,1,15.0,2025-06-08,Merchant
DSP202768,TX111354,C96991,M8305,2025-08-20,Subscription Cancelled,1151.01,Won - Merchant,1,50.0,2025-09-03,Cardholder
DSP202769,TX105101,C33405,M3002,2026-02-23,Friendly Fraud / Unrecognized,891.99,Pending Evidence,0,25.0,,Pending
DSP202770,TX105196,C58393,M4048,2026-02-14,Subscription Cancelled,1164.11,Arbitration,1,25.0,2026-03-15,Issuing Bank
DSP202771,TX106371,C15482,M5155,2026-03-09,Duplicate Processing,679.58,Arbitration,1,50.0,2026-04-02,Payment Processor
DSP202772,TX114607,C16826,M3399,2025-03-03,Product Defective / Unacceptable,377.78,Won - Customer,1,20.0,2025-03-14,Payment Processor
DSP202773,TX110640,C66498,M2882,2025-03-05,Friendly Fraud / Unrecognized,874.11,Arbitration,1,15.0,2025-03-20,Merchant
DSP202774,TX111114,C61116,M8043,2025-05-22,Duplicate Processing,33.92,Won - Merchant,1,25.0,2025-06-21,Issuing Bank
DSP202775,TX208073,C11231,M2877,2025-06-14,Item Not Received,197.43,Won - Customer,1,50.0,2025-07-05,Payment Processor
DSP202776,TX249875,C20993,M3378,2025-02-12,Duplicate Processing,764.11,Under Review,0,25.0,,Pending
DSP202777,TX108537,C77561,M5712,2025-03-26,Product Defective / Unacceptable,1771.9,Pending Evidence,1,20.0,,Pending
DSP202778,TX110356,C95909,M1861,2025-04-26,Item Not Received,1136.67,Won - Merchant,1,15.0,2025-05-17,Issuing Bank
DSP202779,TX109937,C45838,M9316,2025-04-28,Credit Not Processed,100.0,Chargeback Reversed,0,50.0,2025-05-12,Cardholder
DSP202780,TX111665,C25220,M1783,2025-12-08,Duplicate Processing,1202.83,Pending Evidence,1,15.0,,Pending
DSP202781,TX103630,C87397,M5096,2026-03-30,Fraudulent Transaction,1927.01,Arbitration,1,15.0,2026-05-23,Cardholder
DSP202782,TX102640,C64377,M2864,2025-07-08,Fraudulent Transaction,1496.93,Under Review,0,25.0,,Pending
DSP202783,TX114124,C31178,M4678,2026-04-19,Fraudulent Transaction,1748.01,Under Review,0,15.0,,Pending
DSP202784,TX106054,C98039,M9618,2025-04-03,Product Defective / Unacceptable,736.16,Won - Merchant,1,35.0,2025-05-25,Cardholder
DSP202785,TX102129,C37607,M8391,2025-05-09,Item Not Received,128.12,Won - Customer,1,35.0,2025-07-02,Merchant
DSP202786,TX109150,C39581,M7929,2025-11-27,Fraudulent Transaction,148.21,Chargeback Reversed,1,50.0,2026-01-13,Merchant
DSP202787,TX102989,C23979,M8199,2026-01-26,Fraudulent Transaction,1914.61,Won - Customer,1,25.0,2026-03-12,Payment Processor
DSP202788,TX105819,C70889,M9945,2025-11-22,Product Defective / Unacceptable,496.14,Chargeback Reversed,1,50.0,2025-12-03,Cardholder
DSP202789,TX103349,C22015,M6567,2025-06-19,Duplicate Processing,1749.12,Won - Merchant,1,50.0,2025-06-28,Issuing Bank
DSP202790,TX112517,C71797,M9564,2025-03-04,Friendly Fraud / Unrecognized,100.0,Pending Evidence,0,35.0,,Pending
DSP202791,TX112713,C42951,M2438,2025-12-03,Duplicate Processing,1274.18,Won - Merchant,1,20.0,2025-12-30,Cardholder
DSP202792,TX112833,C12671,M8498,2025-08-22,Product Defective / Unacceptable,1520.58,Won - Customer,1,15.0,2025-09-29,Merchant
DSP202793,TX100414,C70952,M2251,2026-03-19,Item Not Received,1538.45,Won - Customer,1,20.0,2026-05-14,Payment Processor
DSP202794,TX265396,C15245,M5321,2025-09-19,Fraudulent Transaction,890.48,Chargeback Reversed,0,35.0,2025-09-27,Cardholder
DSP202795,TX108671,C89593,M9647,2026-04-18,Fraudulent Transaction,538.07,Pending Evidence,1,35.0,,Pending
DSP202796,TX112549,C44335,M4268,2026-03-18,Product Defective / Unacceptable,56.86,Won - Merchant,1,25.0,2026-05-11,Cardholder
DSP202797,TX114529,C91183,M8170,2025-06-22,Fraudulent Transaction,529.5,Won - Customer,1,25.0,2025-08-18,Payment Processor
DSP202798,TX103928,C54396,M6262,2025-12-24,Fraudulent Transaction,1422.27,Won - Merchant,1,50.0,2026-02-20,Cardholder
DSP202799,TX231078,C86900,M7044,2026-03-08,Duplicate Processing,23.17,Under Review,1,20.0,,Pending
DSP202800,TX109136,C91609,M1715,2026-04-01,Duplicate Processing,316.93,Under Review,0,50.0,,Pending
DSP202801,TX106580,C68800,M2215,2025-01-26,Item Not Received,1791.68,Arbitration,1,20.0,2025-03-11,Cardholder
DSP202802,TX110986,C16868,M6060,2026-01-15,Fraudulent Transaction,1015.29,Won - Merchant,1,50.0,2026-01-23,Issuing Bank
DSP202803,TX104286,C58434,M9355,2025-01-30,Subscription Cancelled,1854.25,Won - Merchant,1,25.0,2025-03-05,Cardholder
DSP202804,TX110018,C87924,M9991,2025-04-17,Friendly Fraud / Unrecognized,1319.62,Won - Merchant,1,35.0,2025-04-28,Cardholder
DSP202805,TX102912,C85456,M5846,2025-02-08,Friendly Fraud / Unrecognized,718.52,Pending Evidence,1,15.0,,Pending
DSP202806,TX100309,C41925,M9224,2025-01-28,Credit Not Processed,1042.3,Won - Merchant,1,35.0,2025-02-14,Cardholder
DSP202807,TX108979,C80912,M2402,2026-02-14,Credit Not Processed,513.36,Pending Evidence,0,20.0,,Pending
DSP202808,TX106355,C49824,M1726,2025-05-12,Subscription Cancelled,1246.79,Arbitration,1,25.0,2025-06-19,Merchant
DSP202809,TX108509,C45325,M2698,2025-05-14,Duplicate Processing,975.96,Won - Customer,1,50.0,2025-05-30,Merchant
DSP202810,TX105115,C56984,M7955,2025-03-31,Duplicate Processing,100.0,Pending Evidence,0,20.0,,Pending
DSP202811,TX109725,C49529,M8792,2025-03-31,Product Defective / Unacceptable,971.06,Arbitration,1,15.0,2025-04-17,Issuing Bank
DSP202812,TX103524,C95097,M4862,2025-09-13,Friendly Fraud / Unrecognized,429.6,Chargeback Reversed,1,25.0,2025-09-28,Issuing Bank
DSP202813,TX110323,C72070,M7171,2025-07-12,Credit Not Processed,1384.09,Pending Evidence,1,15.0,,Pending
DSP202814,TX114017,C39581,M8740,2025-02-25,Duplicate Processing,367.71,Won - Customer,1,50.0,2025-04-18,Merchant
DSP202815,TX104036,C60140,M5564,2026-02-13,Item Not Received,1995.01,Under Review,1,50.0,,Pending
DSP202816,TX102665,C64321,M2548,2025-05-08,Item Not Received,872.17,Arbitration,1,25.0,2025-05-15,Merchant
DSP202817,TX105174,C14117,M8032,2025-04-08,Duplicate Processing,1683.93,Chargeback Reversed,0,25.0,2025-04-16,Issuing Bank
DSP202818,TX106539,C86858,M1715,2025-02-07,Fraudulent Transaction,1990.13,Won - Merchant,1,20.0,2025-03-08,Cardholder
DSP202819,TX110903,C46160,M5369,2026-03-12,Duplicate Processing,803.32,Chargeback Reversed,1,35.0,2026-05-08,Issuing Bank
DSP202820,TX112944,C48566,M3730,2025-04-04,Duplicate Processing,1858.13,Pending Evidence,0,25.0,,Pending
DSP202821,TX291607,C71433,M1758,2025-09-24,Credit Not Processed,1124.71,Arbitration,1,15.0,2025-10-21,Payment Processor
DSP202822,TX111755,C95823,M1713,2026-03-22,Fraudulent Transaction,1913.86,Arbitration,1,20.0,2026-04-19,Issuing Bank
DSP202823,TX108487,C10942,M1530,2025-05-19,Fraudulent Transaction,1277.91,Arbitration,1,35.0,2025-06-17,Issuing Bank
DSP202824,TX210203,C90685,M1606,2025-03-04,Friendly Fraud / Unrecognized,308.41,Pending Evidence,1,20.0,,Pending
DSP202825,TX108664,C89507,M7797,2025-11-16,Credit Not Processed,649.06,Arbitration,1,20.0,2025-12-04,Merchant
DSP202826,TX105528,C20735,M6731,2025-06-09,Product Defective / Unacceptable,1196.49,Won - Merchant,1,20.0,2025-07-28,Issuing Bank
DSP202827,TX111117,C18392,M8756,2025-09-15,Credit Not Processed,1225.1,Won - Customer,1,35.0,2025-10-27,Merchant
DSP202828,TX111518,C62227,M8565,2025-08-26,Product Defective / Unacceptable,100.0,Under Review,1,35.0,,Pending
DSP202829,TX108973,C47930,M7029,2025-07-31,Duplicate Processing,100.0,Chargeback Reversed,0,50.0,2025-09-17,Cardholder
DSP202830,TX109999,C15209,M6649,2026-05-21,Fraudulent Transaction,1371.17,Chargeback Reversed,1,35.0,2026-07-05,Payment Processor
DSP202831,TX113978,C30033,M3986,2026-01-23,Friendly Fraud / Unrecognized,9.71,Won - Merchant,1,35.0,2026-03-12,Cardholder
DSP202832,TX104598,C47828,M8043,2026-01-27,Duplicate Processing,550.13,Under Review,0,15.0,,Pending
DSP202833,TX112491,C13783,M2029,2025-05-01,Item Not Received,30.92,Pending Evidence,1,15.0,,Pending
DSP202834,TX296184,C31448,M9406,2025-10-14,Friendly Fraud / Unrecognized,1451.34,Won - Customer,1,25.0,2025-11-30,Merchant
DSP202835,TX110076,C91691,M1920,2025-11-15,Item Not Received,606.56,Won - Customer,1,15.0,2025-12-13,Payment Processor
DSP202836,TX100023,C70889,M4866,2025-09-22,Product Defective / Unacceptable,100.0,Arbitration,1,50.0,2025-10-23,Payment Processor
DSP202837,TX100997,C90623,M9317,2026-03-06,Fraudulent Transaction,497.48,Under Review,0,15.0,,Pending
DSP202838,TX100907,C92345,M7785,2025-10-26,Credit Not Processed,1061.63,Arbitration,1,20.0,2025-12-16,Cardholder
DSP202839,TX104595,C70952,M3902,2025-09-01,Product Defective / Unacceptable,148.34,Arbitration,1,35.0,2025-10-01,Payment Processor
DSP202840,TX107407,C59672,M1872,2025-12-16,Subscription Cancelled,622.51,Arbitration,1,35.0,2026-01-04,Merchant
DSP202841,TX105294,C85965,M3815,2026-06-20,Product Defective / Unacceptable,99.54,Under Review,0,35.0,,Pending
DSP202842,TX108686,C48829,M8245,2025-12-10,Item Not Received,1558.0,Arbitration,1,35.0,2025-12-20,Payment Processor
DSP202843,TX111186,C39871,M6731,2026-04-06,Friendly Fraud / Unrecognized,495.64,Won - Customer,1,25.0,2026-05-29,Merchant
DSP202844,TX106327,C61049,M3655,2025-04-21,Credit Not Processed,624.96,Chargeback Reversed,1,35.0,2025-04-29,Issuing Bank
DSP202845,TX272952,C21970,M9934,2025-05-22,Item Not Received,968.8,Chargeback Reversed,1,20.0,2025-06-09,Merchant
DSP202846,TX104376,C87924,M4349,2025-08-31,Friendly Fraud / Unrecognized,1653.94,Under Review,1,20.0,,Pending
DSP202847,TX240911,C12764,M6993,2026-02-08,Subscription Cancelled,467.9,Pending Evidence,1,35.0,,Pending
DSP202848,TX102706,C82340,M8391,2025-06-19,Friendly Fraud / Unrecognized,604.8,Won - Merchant,1,15.0,2025-07-02,Cardholder
DSP202849,TX295189,C67377,M1753,2025-08-31,Subscription Cancelled,603.38,Won - Customer,1,20.0,2025-09-11,Payment Processor
DSP202850,TX101612,C86622,M1932,2025-03-04,Subscription Cancelled,1945.2,Chargeback Reversed,0,25.0,2025-04-28,Payment Processor
DSP202851,TX106312,C81482,M2063,2026-01-24,Fraudulent Transaction,368.88,Won - Customer,1,15.0,2026-02-15,Merchant
DSP202852,TX212847,C74564,M7163,2025-04-13,Friendly Fraud / Unrecognized,927.24,Won - Customer,1,35.0,2025-04-29,Merchant
DSP202853,TX112104,C53573,M3267,2025-04-06,Subscription Cancelled,1896.17,Under Review,0,20.0,,Pending
DSP202854,TX108599,C45382,M3093,2025-06-15,Subscription Cancelled,565.71,Won - Customer,1,35.0,2025-08-13,Merchant
DSP202855,TX107976,C98188,M1854,2026-04-25,Product Defective / Unacceptable,1439.81,Won - Merchant,1,25.0,2026-05-18,Cardholder
DSP202856,TX100215,C17894,M2033,2025-03-24,Credit Not Processed,725.12,Chargeback Reversed,1,15.0,2025-04-21,Cardholder
DSP202857,TX113102,C17665,M1932,2025-10-20,Credit Not Processed,1859.0,Pending Evidence,0,35.0,,Pending
DSP202858,TX108310,C28301,M7272,2025-10-10,Fraudulent Transaction,1858.64,Under Review,0,25.0,,Pending
DSP202859,TX105864,C10350,M6085,2025-07-22,Item Not Received,1010.88,Won - Customer,1,50.0,2025-08-29,Merchant
DSP202860,TX103368,C37607,M6179,2025-12-09,Friendly Fraud / Unrecognized,1341.0,Chargeback Reversed,1,35.0,2026-01-17,Cardholder
DSP202861,TX109858,C89818,M6761,2025-05-22,Product Defective / Unacceptable,616.36,Arbitration,1,20.0,2025-06-03,Issuing Bank
DSP202862,TX114336,C52622,M9624,2026-03-11,Friendly Fraud / Unrecognized,1326.37,Under Review,0,25.0,,Pending
DSP202863,TX102727,C48752,M3868,2025-01-31,Friendly Fraud / Unrecognized,345.56,Arbitration,1,50.0,2025-02-14,Merchant
DSP202864,TX111749,C56357,M3754,2025-11-08,Product Defective / Unacceptable,149.19,Under Review,0,25.0,,Pending
DSP202865,TX107140,C36111,M1726,2025-02-21,Credit Not Processed,563.79,Arbitration,1,25.0,2025-04-05,Payment Processor
DSP202866,TX108748,C89997,M6766,2025-12-09,Fraudulent Transaction,1981.28,Won - Customer,1,25.0,2025-12-31,Merchant
DSP202867,TX108974,C31567,M5476,2026-04-19,Product Defective / Unacceptable,1305.15,Chargeback Reversed,1,15.0,2026-04-26,Merchant
DSP202868,TX103712,C26199,M7825,2025-07-20,Friendly Fraud / Unrecognized,1511.56,Chargeback Reversed,1,25.0,2025-08-06,Cardholder
DSP202869,TX104052,C33405,M2868,2026-01-10,Duplicate Processing,776.94,Won - Merchant,1,50.0,2026-02-14,Cardholder
DSP202870,TX108965,C59968,M9584,2025-08-08,Product Defective / Unacceptable,1266.83,Won - Merchant,1,35.0,2025-08-16,Cardholder
DSP202871,TX100276,C85965,M6461,2025-06-17,Item Not Received,505.6,Arbitration,1,20.0,2025-08-12,Payment Processor
DSP202872,TX106723,C94518,M6850,2025-03-30,Fraudulent Transaction,1810.4,Pending Evidence,1,25.0,,Pending
DSP202873,TX108501,C88193,M6543,2026-04-17,Friendly Fraud / Unrecognized,306.69,Chargeback Reversed,0,25.0,2026-06-04,Cardholder
DSP202874,TX113100,C99192,M2391,2026-02-02,Item Not Received,311.82,Under Review,1,35.0,,Pending
DSP202875,TX218513,C57049,M3538,2026-02-05,Subscription Cancelled,1439.52,Won - Merchant,1,25.0,2026-03-20,Cardholder
DSP202876,TX107082,C89818,M7947,2025-05-23,Fraudulent Transaction,459.57,Won - Merchant,1,50.0,2025-07-07,Cardholder
DSP202877,TX114109,C63955,M6295,2025-01-22,Subscription Cancelled,730.25,Pending Evidence,0,15.0,,Pending
DSP202878,TX103883,C47072,M9691,2025-02-26,Fraudulent Transaction,1905.18,Won - Merchant,1,15.0,2025-03-28,Cardholder
DSP202879,TX102824,C60019,M8564,2025-09-09,Friendly Fraud / Unrecognized,1007.74,Pending Evidence,0,35.0,,Pending
DSP202880,TX232330,C71954,M5064,2025-03-29,Duplicate Processing,609.09,Arbitration,1,20.0,2025-04-09,Issuing Bank
DSP202881,TX262044,C68319,M7541,2026-01-04,Product Defective / Unacceptable,105.64,Under Review,1,35.0,,Pending
DSP202882,TX111143,C27781,M5678,2025-10-22,Subscription Cancelled,294.06,Pending Evidence,1,50.0,,Pending
DSP202883,TX103587,C57942,M6438,2026-03-13,Friendly Fraud / Unrecognized,1710.86,Arbitration,1,50.0,2026-04-30,Payment Processor
DSP202884,TX114326,C44970,M3535,2026-02-02,Duplicate Processing,1430.89,Pending Evidence,1,20.0,,Pending
DSP202885,TX245181,C43840,M7436,2025-02-18,Product Defective / Unacceptable,1349.21,Arbitration,1,20.0,2025-02-27,Cardholder
DSP202886,TX101499,C94874,M2734,2025-04-07,Subscription Cancelled,260.58,Won - Merchant,1,25.0,2025-04-25,Cardholder
DSP202887,TX271526,C89388,M6199,2026-02-05,Fraudulent Transaction,225.28,Chargeback Reversed,1,50.0,2026-03-30,Payment Processor
DSP202888,TX104195,C72216,M8355,2025-06-21,Friendly Fraud / Unrecognized,1526.99,Pending Evidence,0,35.0,,Pending
DSP202889,TX106158,C56179,M2264,2026-06-21,Item Not Received,1668.79,Won - Merchant,1,35.0,2026-07-13,Issuing Bank
DSP202890,TX106866,C25014,M6314,2025-08-21,Credit Not Processed,340.9,Won - Merchant,1,50.0,2025-10-13,Issuing Bank
DSP202891,TX113440,C45838,M8273,2025-02-24,Item Not Received,600.63,Under Review,1,20.0,,Pending
DSP202892,TX103127,C44438,M6083,2025-07-18,Credit Not Processed,385.35,Under Review,0,35.0,,Pending
DSP202893,TX103440,C94696,M6062,2025-05-01,Subscription Cancelled,100.0,Won - Customer,1,50.0,2025-05-24,Merchant
DSP202894,TX286248,C47777,M3600,2025-08-04,Friendly Fraud / Unrecognized,628.89,Won - Customer,1,35.0,2025-09-28,Merchant
